Authors,Title,Year,Cited by,Link,Index Keywords
"Zhuang M., Shahidehpour M., Li Z.","An Overview of Non-Intrusive Load Monitoring: Approaches, Business Applications, and Challenges",2019,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061693841&doi=10.1109%2fPOWERCON.2018.8601534&partnerID=40&md5=0b8ca9af4305e39568c75b539c6a23c1","Cryptography; Electric appliances; Electric load management; Business applications; Commercial applications; Disaggregation; Future research directions; NILM Framework; Non-intrusive approach; Nonintrusive load monitoring; Signature model; Costs"
"Zhibin Y., Hong C.","Research on Household Appliances Recognition Method Based on Data Screening of Deep Learning",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081067002&doi=10.1016%2fj.ifacol.2019.12.396&partnerID=40&md5=d7981a5b05eb63f268b6f22938796f4f","Domestic appliances; Learning algorithms; Learning systems; Screening; Transfer learning; Actual measurements; Appliance recognition; Data screening; Load identification; Noise interference; Power-quality analysis; Recognition methods; Screening algorithms; Deep learning"
"Lam C., Zheng Z., Luo X.","Electricity load decomposition prototype for household appliances: System design and development",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063919203&doi=10.1016%2fj.egypro.2019.01.1018&partnerID=40&md5=493d41eef5c2915d51409dde73a1c00b","Carrier transmission on power lines; Domestic appliances; Electric power utilization; Energy efficiency; Energy management systems; Frequency domain analysis; Learning systems; Structural design; Circuit levels; Intrusive Signature; Load decompositions; Nonintrusive load monitoring; Power line communications; Power line communications (PLC); Small Appliance; System design and development; Electric load management"
"Eibl G., Burkhart S., Engel D.","Insights into Unsupervised Holiday Detection from Low-Resolution Smart Metering Data",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069203073&doi=10.1007%2f978-3-030-25109-3_15&partnerID=40&md5=07b45de16318672eb4caff112d546cab","Data privacy; Information systems; Information use; Holiday detections; Human intervention; Low resolution; Rule-based method; Smart grid; Smart metering; Visual inspection; Electric measuring instruments"
"Dantas P., Sabino W., Batalha M.","Energy disaggregation via data mining",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068601116&doi=10.1007%2f978-3-030-16053-1_53&partnerID=40&md5=e1437c3d38382f72015607baa21c9c0a","Energy utilization; Glossaries; K-means clustering; Clustering methods; Complex methods; Disaggregation; Electrical energy consumption; Knowledge analysis; Reference energy; Representativeness; WEKA; Data mining"
"Chang H.-H., Zhang R.","Machine learning techniques for single-line-to-ground fault classification in nonintrusive fault detection of extra high-voltage transmission network systems",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059297990&doi=10.1007%2f978-3-030-03766-6_12&partnerID=40&md5=fd1dca033a3299379aa4b9e2f733a89e","Artificial intelligence; Cryptography; Data handling; Electric grounding; Fault detection; Information analysis; Learning algorithms; Learning systems; Mathematical transformations; Classification algorithm; Fault classification; Fault monitoring; Hyperbolic s transforms; Identification accuracy; Machine learning techniques; Power signatures; Single line to ground faults; EHV power transmission"
"Wang H., Zhao M., Niu C., Wang H.","Aggregately Regularized Multi-task Matrix Factorization for Household Energy Breakdown",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081625816&doi=10.1007%2f978-3-030-29551-6_30&partnerID=40&md5=959e9860ccc8edef797d6c7df0cf39ed","Energy utilization; Matrix algebra; Energy usage; Household energy; Matrix factorizations; Multi-task model; Non-intrusive; Nonnegative matrix factorization; Real-world datasets; Factorization"
"Hong S., Kook J.","Design of algorithms for identification and state inference of home appliances",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074595978&partnerID=40&md5=2e641fcbd347d4fdc41842c4cad17561",
"Zhang Y., Yang G., Ma S.","Non-intrusive load monitoring based on convolutional neural network with differential input",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070539124&doi=10.1016%2fj.procir.2019.04.110&partnerID=40&md5=926711b9c46f348666c6e5994ec1657a","Convolution; Decision making; Electric load management; Energy management; Energy utilization; Neural networks; Smart power grids; Convolutional neural network; Differential input; Industrial services; Load monitoring; Low costs; Nonintrusive load monitoring; Smart grid; Support energy; Energy management systems"
"Wei T., Dunkelberg H., Seevers J.-P.","Signal based non-intrusive load decomposition",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068581031&doi=10.1016%2fj.promfg.2019.04.069&partnerID=40&md5=1b208e15466c7826ad37f8887b48021f",
"Cui G., Liu B., Luan W.","Neural network with extended input for estimating electricity consumption using background-based data generation",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063879374&doi=10.1016%2fj.egypro.2019.02.022&partnerID=40&md5=c851b1b0229e72d1be94bf35abf856d0","Data acquisition; Deep neural networks; Electric load management; Electric power utilization; Energy conservation; Comparison test; Data generation; Electricity-consumption; Neural network method; Nonintrusive load monitoring; Synthetic data; Synthetic methods; Training data acquisitions; Smart power grids"
"Benedá T., Manera L.T.","Non-intrusive and intrusive energy monitoring methods overview and their relation with household appliances state sensors devices",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068617703&doi=10.1007%2f978-3-030-16053-1_39&partnerID=40&md5=6ad03e8c5e0c961441277abcd358efb2","Costs; Domestic appliances; Energy efficiency; Energy utilization; Monitoring; Commercial Devices; Computational effort; Energy estimation; NILM and ILM; Nonintrusive load monitoring; Residential energy; Sensor device; Total energy consumption; Electric load management"
"Larik A.S., Mahar M.A.","Steady state, transient and harmonic behavior analysis of home appliances",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079480187&partnerID=40&md5=4e49b121946de422c5d04b26243685ee",
"Xu Z., Chen W., Wang Q.","A new non-intrusive load monitoring algorithm based on event matching",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066866358&doi=10.1109%2fACCESS.2019.2913469&partnerID=40&md5=833c198207c28739773a4dc6a2339466","Energy utilization; Pattern matching; Event clustering; Event detectors; Event matching; Event-based; Nonintrusive load monitoring; Total power; Electric load management"
"Green D., Lindahl P., Leeb S., Kane L.T., Kidwell L.S., Donnal J.","Dashboard: Nonintrusive Electromechanical Fault Detection and Diagnostics",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078544251&doi=10.1109%2fAUTOTESTCON43700.2019.8961062&partnerID=40&md5=4c9fa20b9f09a0e9c8c1c3f6288dcc17","Decision support systems; Electric load management; Energy efficiency; Condition based maintenance; Efficiency and performance; Electrical monitoring; Equipment performance; Fault detection and diagnostics; Gradual degradation; Nonintrusive load monitoring; United States Coast Guard; Fault detection"
"Buzachis A., Fazio M., Galletta A., Celesti A., Villari M.","Intelligent IoT for non-intrusive appliance load monitoring infrastructures in smart cities",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075917427&partnerID=40&md5=68a91e5dcf56f4c44be8a4321bfc16b9","Cost effectiveness; Costs; Electric load management; Electric power utilization; Energy efficiency; Learning systems; Machine learning; Smart city; Smart meters; Computational requirements; Internet of Things (IOT); Load characterization; Load monitoring; NIALM; Non-intrusive appliance load monitoring; Reliable transmission; Wireless communications; Internet of things"
"Căiman D.-V., Dragomir T.-L.","Empirical voltage-current signatures for individual household consumers obtained by non-linear regression",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069759258&doi=10.24846%2fv28i2y201908&partnerID=40&md5=745cc29f9f7d2e7c73323da7ce259791",
"Xie Z., Jiang S., Zhou J.","A nonintrusive power load monitoring method using coupled allocation mechanism",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067629716&doi=10.3233%2fJIFS-181319&partnerID=40&md5=ad7c805d13a51e62ab78b0574722925a","Fuzzy clustering; Hidden Markov models; Iterative methods; Algorithm performance; Allocation mechanism; Comprehensive performance; Coupled allocation; Fuzzy clustering method; Power load; Probabilistic clustering; Signal characteristic; Electric load management"
"Symeonidis N., Nalmpantis C., Vrakas D.","A benchmark framework to evaluate energy disaggregation solutions",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065865625&doi=10.1007%2f978-3-030-20257-6_2&partnerID=40&md5=902bbffe6b16ec57622cf6d364ca0c44","Neural networks; Disaggregation; Energy readings; NILM; Stacked learning; Benchmarking"
"Yu H., Jiang Z., Li Y., Zhou J., Wang K., Cheng Z., Gu Q.","A multi-objective non-intrusive load monitoring method based on deep learning",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070308501&doi=10.1088%2f1757-899X%2f486%2f1%2f012110&partnerID=40&md5=af98762a01083b03fec64b59a7005846","Behavioral research; Electric load management; Electric power transmission networks; Energy utilization; Long short-term memory; Smart power grids; Absolute error; Electrical appliances; Fine-grained power; Multi objective; Multi-objective modeling; Nonintrusive load monitoring; Total errors; Usage habits; Deep learning"
"Kyrkou L., Nalmpantis C., Vrakas D.","Imaging time-series for NILM",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065889005&doi=10.1007%2f978-3-030-20257-6_16&partnerID=40&md5=2f4b133b3d73d4bb508e4538ae641675","Classification (of information); Neural networks; Classification performance; Convolutional neural network; Data representations; Disaggregation; Image representations; NILM; Nonintrusive load monitoring; Transfer learning; Deep neural networks"
"Mobasher-Kashani M., Li J., Luo S.","Light-weight recurrent deep learning algorithm for non-intrusive load monitoring",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075025907&doi=10.1109%2fICEICT.2019.8846263&partnerID=40&md5=fb130fe80f5ff354b7f1e3f806766e13","Automation; Electric load management; Energy management; Intelligent buildings; Learning algorithms; Long short-term memory; Learning structure; LSTM; Mean absolute error; NILM; Nonintrusive load monitoring; Relative errors; Smart Home Technology; Training time; Deep learning"
"Bergés M., Soibelman L., Scott Matthews H.","Leveraging data from environmental sensors to enhance electrical load disaggregation algorithms",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069833924&partnerID=40&md5=272396af5abe213de880a1742390dd31","Apartment houses; Energy efficiency; Feedback; Intelligent buildings; Intelligent computing; Life cycle; Building automation; Conservation programs; Consumption reductions; Design and construction; Environmental sensor; Measurement and feedbacks; Nonintrusive load monitoring; Power distribution system; Electric load management"
"Shafqat O., Rosberg E., Bogdan C., Lundström A.","Per-appliance energy feedback as a moving target",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067813374&partnerID=40&md5=fa965f0e4b2d59974c0822b5e0ff32a0","Agglomeration; Carbon footprint; Energy utilization; Sustainable development; Energy feedbacks; Home energy managements; Household energy consumption; Interactive technology; Moving targets; Runtimes; Smart plugs; User behaviour; Behavioral research"
"Chouliara A., Peppas K., Tsolakis A.C., Vafeiadis T., Krinidis S., Tzovaras D.","Occupancy Inference Through Energy Consumption Data: A Smart Home Experiment",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077012113&doi=10.1007%2f978-3-030-34995-0_61&partnerID=40&md5=f69ba2abb150690a1715ea6fc51e4aa6","Automation; Classification (of information); Computer vision; Decision trees; Energy utilization; Learning systems; Machine learning; Smart meters; Supervised learning; Domestic environments; Energy consumption datum; Energy efficiency in buildings; Occupancy detections; Occupancy inference; Random forests; Simulation tests; Supervised machine learning; Energy efficiency"
"Park S.W., Baker L.B., Franzon P.D.","Appliance Identification Algorithm for a Non-Intrusive Home Energy Monitor Using Cogent Confabulation",2019,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030244404&doi=10.1109%2fTSG.2017.2751465_rfseq1&partnerID=40&md5=bc388194066de74b0a9cfab5e95a8f1c","Combinatorial optimization; Domestic appliances; Monitoring; Neural networks; Sensors; Biological neural networks; Cogent confabulation; Cognition; Energy monitor; Neural network application; Non-intrusive; Energy utilization"
"Seevers J.-P., Johst J., Weiß T., Meschede H., Hesselbach J.","Automatic time series segmentation as the basis for unsupervised, non-intrusive load monitoring of machine tools",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068446362&doi=10.1016%2fj.procir.2019.03.178&partnerID=40&md5=40cf019f107b005bb4317b1b49d023c7","Energy efficiency; Energy management; Machine tools; Unsupervised learning; Agglomerative hierarchical clustering; Complex production systems; Density based spatial clustering of applications with noise; Intelligent sensors; Load profiles; Nonintrusive load monitoring; Operational state; Sustainable manufacturing; Gear manufacture"
"Hasan M.M., Chowdhury D., Md. Khalid Hasan A.S.","Statistical features extraction and performance analysis of supervised classifiers for non-intrusive load monitoring",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075239222&partnerID=40&md5=271ae9cf811b73c398a470848aa637fa","Binary trees; Decision trees; Discriminant analysis; Support vector machines; Disaggregation; NILM; Power signatures; Statistical features; Supervised classifiers; Electric load management"
"Kahl M., Krause V., Hackenberg R., Ul Haq A., Horn A., Jacobsen H.-A., Kriechbaumer T., Petzenhauser M., Shamonin M., Udalzow A.","Measurement system and dataset for in-depth analysis of appliance energy consumption in industrial environment",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055586353&doi=10.1515%2fteme-2018-0038&partnerID=40&md5=fc48daf7ab92c1025d1aa7ca39903820","Energy efficiency; Energy utilization; Hardware; Housing; Learning systems; Electrical appliances; Electrical energy consumption; Electrical infrastructure; Identification algorithms; Industrial environments; Invasive intervention; NILM; Nonintrusive load monitoring; Electric load management"
"Du S., Li M., Han S., Shi J., Li H.","Multi-pattern data mining and recognition of primary electric appliances from single non-intrusive load monitoring data",2019,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063766614&doi=10.3390%2fen12060992&partnerID=40&md5=ca2c7ef96b314a92f63bd005836a0429","Data mining; Domestic appliances; Electric industry; Electric load management; Electric power system control; Electric power system economics; Energy utilization; Graph theory; Monitoring; Pattern recognition; Power management; Electric power industries; Electrical appliances; Electronic appliances; Energy consumption datum; Monitoring and control; Non-intrusive monitoring; Nonintrusive load monitoring; Power load; Clustering algorithms"
"Fecil'ak P., Pekár A., Ádám N., Baláž A., Chovancová E.","A non-intrusive Smart metering system: Analytics and simulation of power consumption",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064616195&doi=10.1002%2fcpe.5250&partnerID=40&md5=ab72c23b9a0fb198d18fce6de091863d","Data Analytics; Electric measuring instruments; Smart meters; Design and implementations; Electrical quantities; Load profiles; Measuring accuracy; MQTT; NIALM; Test Environment; Transport technology; Electric power utilization"
"Rodriguez-Seda E.J.","Self-Triggered Reduced-Attention Output Feedback Control for Linear Networked Control Systems",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041823017&doi=10.1109%2fTII.2018.2804858&partnerID=40&md5=cf79ecb3fe6b1c3bf70c7f30a9ddfdd9","Closed loop systems; Controllers; Feedback control; Linear systems; Networked control systems; Observability; Sampled data control systems; State space methods; Informatics; Observers; Output feedback; Sampled-data control; Self-triggered controls; Stability analysis; System observer; Closed loop control systems"
"Mohamad S., Arifoglu D., Mansouri C., Bouchachia A.","Deep online hierarchical unsupervised learning for pattern mining from utility usage data",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052215790&doi=10.1007%2f978-3-319-97982-3_23&partnerID=40&md5=52ee9b82e572aa36ef3681b512714b45","Artificial intelligence; Bayesian networks; Computational efficiency; Deep learning; E-learning; Electric load management; Energy utilization; Hierarchical systems; Inference engines; Pattern recognition; Statistics; Deep belief network (DBN); Deep belief networks; Hierarchical Bayesian modeling; Hierarchical Bayesian models; Latent Dirichlet allocation; Latent dirichlet allocations; Machine learning approaches; Nonintrusive load monitoring; Big data"
"Gogos C., Georgiou G.","Appliance Identification Through Nonintrusive Load Monitoring in Residences",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073199651&doi=10.1007%2f978-3-030-25446-9_10&partnerID=40&md5=afea32d26c10ba6547b34e400b8f504e",
"Kaselimi M., Protopapadakis E., Voulodimos A., Doulamis N., Doulamis A.","Multi-channel recurrent convolutional neural networks for energy disaggregation",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069056613&doi=10.1109%2fACCESS.2019.2923742&partnerID=40&md5=aade648373c57904b693489ae4445898","Convolution; Deep learning; Deep neural networks; Domestic appliances; Electric load management; Electric power utilization; Network architecture; Convolutional neural network; Disaggregation; Load monitoring; NILM; power; Sequence modeling; Tapped delay line; Recurrent neural networks"
"Shin C., Rho S., Lee H., Rhee W.","Data requirements for applying machine learning to energy disaggregation",2019,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066033071&doi=10.3390%2fen12091696&partnerID=40&md5=f97651197c716a3016789fa9d6890f67","Aggregates; Classification (of information); Deep neural networks; Electric load management; Learning systems; Neural networks; Classification algorithm; Convolutional neural network; Data requirements; Disaggregation; Electricity-consumption; Feature engineerings; Nonintrusive load monitoring; Regression algorithms; Machine learning"
"De Baets L., Develder C., Dhaene T., Deschrijver D.","Detection of unidentified appliances in non-intrusive load monitoring using siamese neural networks",2019,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050539328&doi=10.1016%2fj.ijepes.2018.07.026&partnerID=40&md5=d0396b5b421218654e6826e3e458b994","Data mining; Classification algorithm; Data stream; Feature space; Grid connections; Nonintrusive load monitoring; State of the art; Total power consumption; Voltage current; Electric load management"
"Xiao Y., Hu Y., He H., Zhou D., Zhao Y., Hu W.","Non-Intrusive Load Identification Method Based on Improved KM Algorithm",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078355882&doi=10.1109%2fACCESS.2019.2948079&partnerID=40&md5=74246a7ba95ae01356e5c230dad93bd0","Electric appliances; Pattern matching; Active and Reactive Power; Event matching; Kernel Density Estimation; Load identification; Load matching; Load switching; Non-intrusive; Nonintrusive load monitoring; Graph theory"
"Rashid H., Singh P., Singh A.","Data descriptor: I-BLEND, a campus-scale commercial and residential buildings electrical energy dataset",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061859740&doi=10.1038%2fsdata.2019.15&partnerID=40&md5=a3e61a7fa95661e13b7a6eb5a40d9832",
"Yuan Q., Wang H., Wu B., Song Y., Wang H.","A fusion load disaggregation method based on clustering algorithm and support vector regression optimization for low sampling data",2019,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063567718&doi=10.3390%2ffi11020051&partnerID=40&md5=751316ca0e48da45767184766be50262","Electric load management; Electric power utilization; Energy utilization; Regression analysis; Smart meters; Vectors; Consumption patterns; Disaggregation; Nonintrusive load monitoring; Sampling data; Support vector regression (SVR); Clustering algorithms"
"Zhu L., Zhou C., Qu Z., Li J.","Monitoring time-varying residential load operation modes: an efficient signal disaggregation approach",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050603652&doi=10.1002%2ftee.22767&partnerID=40&md5=95614d46ecfa45049e0442fc0c09092e","Computer aided engineering; Electric load management; Electric power transmission networks; Housing; Load disaggregation; Load modeling; Non-intrusive method; Optimal fitting; Power engineering computing; Domestic appliances"
"Kiarie L.K., Langat P.K., Muriithi C.M., Rastegarnia A.","Application of spritz encryption in smart meters to protect consumer data",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064337915&doi=10.1155%2f2019%2f5910528&partnerID=40&md5=5e20bd330e22368981f1e03b831c8a71",
"Singh S., Majumdar A.","Analysis Co-Sparse Coding for Energy Disaggregation",2019,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028557742&doi=10.1109%2fTSG.2017.2743763&partnerID=40&md5=435d2b21391cf9bcb9674c5caa25ff8e","Domestic appliances; Electric load management; Encoding (symbols); Glossaries; Instruments; Learning systems; Analysis; Dictionary learning; Disaggregation; Load modeling; Nonintrusive load monitoring; Training data; Blind source separation"
"Mohamad S., Bouchachia A.","Deep online hierarchical dynamic unsupervised learning for pattern mining from utility usage data",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074867049&doi=10.1016%2fj.neucom.2019.08.093&partnerID=40&md5=3c468d65d66beb2fd66ee1ff4e6c94da",
"Jung W.-K., Kim H., Park Y.-C., Lee J.-W., Ahn S.-H.","Smart sewing work measurement system using IoT-based power monitoring device and approximation algorithm",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074038822&doi=10.1080%2f00207543.2019.1671629&partnerID=40&md5=85cbf876d2b1665d0f8764f18ebbe519","Approximation algorithms; Electric power system measurement; Human resource management; Manufacture; Productivity; Sewing machines; Stop watches; Time series analysis; Dynamic time warping; Power monitoring; Real time monitoring; Small and medium-sized enterprise; Symbolic aggregate approximation (SAX); Wi-Fi communications; Work measurement; Work measurement systems; Internet of things"
"Liu H., Zou Q., Zhang Z.","Energy disaggregation of appliances consumptions using HAM approach",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077969964&doi=10.1109%2fACCESS.2019.2960465&partnerID=40&md5=ad4b339d151991c5a2a0ced250435769","Electric load management; Energy utilization; Graph theory; Multilayer neural networks; Pattern matching; ARTMAP; Classification and identifications; Cumulative sum control charts; Disaggregation; DSWC; Grey correlation evaluations; NILM; Nonintrusive load monitoring; Clustering algorithms"
"Ghazali F., Hacine-Gharbi A., Ravier P., Mohamadi T.","Extraction and selection of statistical harmonics features for electrical appliances identification using k-NN classifier combined with voting rules method",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072623615&doi=10.3906%2felk-1812-80&partnerID=40&md5=deb99dbad3436c513200fbb449950507","Classification (of information); Extraction; Fourier series; Harmonic analysis; Higher order statistics; Nearest neighbor search; Statistics; Text processing; Time series analysis; Electrical appliances; Features selection; Harmonics analysis; K-nearest neighbors; Mutual informations; Statistical features; Voting rules; Feature extraction"
"Wan'an L., Weng L., Xia M., Xu Y., Wang K., Qiao Z.","Multi-scale residual network for energy disaggregation",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067686886&doi=10.1504%2fIJSNET.2019.100220&partnerID=40&md5=eaa3bd0655653c748163df0c2e1d1bfc",
"Nabil M., Ismail M., Mahmoud M.M.E.A., Alasmary W., Serpedin E.","PPETD: Privacy-Preserving Electricity Theft Detection Scheme with Load Monitoring and Billing for AMI Networks",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070333781&doi=10.1109%2fACCESS.2019.2925322&partnerID=40&md5=be3dbd3a04d569d53183c0e3bc5a85c0","Advanced metering infrastructures; Crime; Cryptography; Electric load management; Electric power utilization; Learning systems; Machine learning; Neural networks; Computation overheads; Convolutional neural network; Electricity theft detection; Electricity-consumption; Privacy preservation; Secure multi-party computation; Secure two-party protocols; Sensitive informations; Network security"
"Bellasi D., Crescentini M., Cristaudo D., Romani A., Tartagni M., Benini L.","A broadband multi-mode compressive sensing current sensor SoC in 0.16μm CMOS",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049068908&doi=10.1109%2fTCSI.2018.2846573&partnerID=40&md5=8411e900379ed9a6532f8960970140d4","Broadband amplifiers; CMOS integrated circuits; Compressed sensing; Computer hardware; Data compression; Decoding; Electric load management; Encoding (symbols); Hall effect transducers; Programmable logic controllers; Sensors; Signal encoding; Codecs; Compressive sensing; Current sensors; Hall sensor; Nonintrusive load monitoring; Nonuniform sampling; System-on-chip"
"Welikala S., Dinesh C., Ekanayake M.P.B., Godaliyadda R.I., Ekanayake J.","Incorporating Appliance Usage Patterns for Non-Intrusive Load Monitoring and Load Forecasting",2019,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030627616&doi=10.1109%2fTSG.2017.2743760&partnerID=40&md5=0d3408e6bb1c9d57a46a9c39754297b8","Electric power utilization; Electric utilities; Forecasting; Fuzzy systems; Demand response; Demand Side Management (DSM); Direct load control; Nonintrusive load monitoring; Smart grid; Usage patterns; Electric load management"
"Zaouali K., Ammari M.L., Chouaieb A., Bouallegue R.","Dynamic IFFSM Modeling Using IFHMM-Based Bayesian Non-parametric Learning for Energy Disaggregation in Smart Solar Home System",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076924357&doi=10.1007%2f978-3-030-36442-7_11&partnerID=40&md5=ebb3d15963499c798b95fe9fa2da3c0f","Automation; Broadband networks; Domestic appliances; Electric load management; Energy utilization; Hidden Markov models; Intelligent buildings; Solar buildings; Disaggregation; Infinite Factorial Finite State Machine (IFFSM); Infinite Factorial Hidden Markov Model (IFHMM); Non-parametric; Nonintrusive load monitoring; Solar home system; Learning systems"
"Alsharif A., Nabil M., Mahmoud M.M.E.A., Abdallah M.","EPDA: Efficient and Privacy-Preserving Data Collection and Access Control Scheme for Multi-Recipient AMI Networks",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062954919&doi=10.1109%2fACCESS.2019.2900934&partnerID=40&md5=44f2d72709430b30a0f4ed13ecdb30fd","Access control; Advanced metering infrastructures; Commerce; Data acquisition; Data privacy; Network security; AMI networks; Data aggregation; Fine grained; Privacy preservation; Proxy re encryptions; Smart grid; Cryptography"
"de Souza W.A., Garcia F.D., Marafão F.P., Da Silva L.C.P., Simões M.G.","Load disaggregation using microscopic power features and pattern recognition",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068766271&doi=10.3390%2fen12142641&partnerID=40&md5=b95833e0e2efab3c22a7cb4a4b83be7f","Artificial intelligence; Learning systems; Machine learning; Pattern recognition; Comprehensive loads; Disaggregation; Microscopic characteristics; NILM; Nonintrusive load monitoring; Power signatures; State machine; Voltage waveforms; Electric load management"
"Suryadevara N.K., Biswal G.R.","Smart plugs: Paradigms and applications in the smart city-and-smart grid",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066795565&doi=10.3390%2fen12101957&partnerID=40&md5=bab8235649dc1706d46f45bbd54fdfbd","Electric load management; Electric power transmission networks; Energy management; Internet of things; Smart city; Current energy; Energy infrastructures; Internet of thing (IOT); Load monitoring; Load monitoring systems; Smart grid; Smart metering; Smart plugs; Smart power grids"
"Jakobi T., Patil S., Randall D., Stevens G., Wulf V.","It is about what they could do with the data: a user perspective on privacy in smart metering",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061201726&doi=10.1145%2f3281444&partnerID=40&md5=c6e6c656752a0327c2d807995489829f","Data privacy; Electric measuring instruments; Electric power transmission networks; Human computer interaction; Probes; Smart meters; Empirical studies; Open-ended questionnaire; Privacy preferences; Privacy Settings; Sensing devices; Smart metering; Usable privacy; User perspectives; Smart power grids"
"Dash P., Naik K.","A Very Deep One Dimensional Convolutional Neural Network (VDOCNN) for Appliance Power Signature Classification",2018,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061937884&doi=10.1109%2fEPEC.2018.8598355&partnerID=40&md5=29174a3cb65b5733093c183ea94f5b53","Blind source separation; Convolution; Deep neural networks; Domestic appliances; Electric power utilization; Gaussian distribution; Hidden Markov models; Neural networks; Pattern recognition; Trellis codes; Convolutional neural network; Disaggregation; Gaussian model; Nonintrusive load monitoring; Operating characteristics; Pattern recognition techniques; Specific power consumption; Total power consumption; Electric load management"
"Renaux D.P.B., Lima C.R.E., Pottker F., Oroski E., Lazzaretti A.E., Linhares R.R., Almeida A.R., Coelho A.O., Hercules M.C.","Non-Intrusive Load Monitoring: An Architecture and its evaluation for Power Electronics loads",2018,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061010024&doi=10.1109%2fPEAC.2018.8590472&partnerID=40&md5=a9bc7d02b631599e8ce54c0d2b57400c","Energy utilization; Power electronics; Waste management; COOLL dataset; Electrical energy consumption; Event detection algorithm; ITS evaluation; NILM; NILM Dataset; Nonintrusive load monitoring; Residential users; Electric load management"
